"pathway","N","DE","P.DE","FDR"
"KEGG_ERBB_SIGNALING_PATHWAY",84,13,0.360117818993515,1
"KEGG_CALCIUM_SIGNALING_PATHWAY",167,21,0.552680516542972,1
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",184,34,0.000671632659468109,0.147463242650769
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",75,16,0.029397634543525,0.647766882107062
"KEGG_CELL_CYCLE",121,7,0.973952798735941,1
"KEGG_OOCYTE_MEIOSIS",107,15,0.14820711629405,0.872785937692984
"KEGG_P53_SIGNALING_PATHWAY",67,8,0.494333623831327,1
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",127,8,0.968540324413,1
"KEGG_REGULATION_OF_AUTOPHAGY",25,2,0.599706948441068,1
"KEGG_ENDOCYTOSIS",178,25,0.327714517344449,1
"KEGG_PEROXISOME",76,4,0.884579805002443,1
"KEGG_MTOR_SIGNALING_PATHWAY",49,12,0.0124217573773112,0.502031314373423
"KEGG_APOPTOSIS",81,12,0.177384283054822,0.89559959394792
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",112,18,0.0913471838652975,0.79558929708388
"KEGG_WNT_SIGNALING_PATHWAY",146,22,0.301125646082219,1
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",24,6,0.119253954570798,0.840494772108662
"KEGG_NOTCH_SIGNALING_PATHWAY",47,7,0.407601554814138,1
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",55,10,0.227493835241778,0.945684440980129
"KEGG_TGF_BETA_SIGNALING_PATHWAY",85,13,0.181507877300721,0.899794315368773
"KEGG_AXON_GUIDANCE",124,18,0.579338874936403,1
"KEGG_VEGF_SIGNALING_PATHWAY",76,12,0.158333823242496,0.884976402941223
"KEGG_FOCAL_ADHESION",194,34,0.0583386722034321,0.747843702951689
"KEGG_ECM_RECEPTOR_INTERACTION",83,12,0.409345800448174,1
"KEGG_CELL_ADHESION_MOLECULES_CAMS",124,27,0.00331760132196249,0.427216570232715
"KEGG_ADHERENS_JUNCTION",72,13,0.19905439864724,0.936265948413396
"KEGG_TIGHT_JUNCTION",130,13,0.814526061859637,1
"KEGG_GAP_JUNCTION",86,14,0.207106821882973,0.945684440980129
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",67,7,0.218996938529844,0.945684440980129
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",73,11,0.236109108939865,0.950137934128745
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",89,12,0.115235171294117,0.840494772108662
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",59,6,0.346157470561822,1
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",56,5,0.491193000853937,1
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",45,1,0.945729200708444,1
"KEGG_JAK_STAT_SIGNALING_PATHWAY",136,19,0.0418603023123281,0.717551519563081
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",82,17,0.000340413594107742,0.138678802686384
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",121,19,0.0578722625958038,0.74523690879051
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",104,14,0.27623041837114,0.990583259804355
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",73,15,0.0185784163945268,0.562548114497097
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",78,13,0.0810796647239378,0.790615362760198
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",95,20,0.00912182058804163,0.478557735665221
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",110,25,0.000538463406124328,0.138678802686384
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",44,8,0.0824960547652034,0.790615362760198
"KEGG_LONG_TERM_POTENTIATION",66,13,0.0662399640798968,0.77388430980496
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",120,26,0.00379092412281221,0.445280597572864
"KEGG_LONG_TERM_DEPRESSION",68,9,0.429488645363847,1
"KEGG_INSULIN_SIGNALING_PATHWAY",131,24,0.0213455478057712,0.604719369337497
"KEGG_GNRH_SIGNALING_PATHWAY",98,13,0.334417079295797,1
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",80,12,0.217523601580996,0.945684440980129
"KEGG_MELANOGENESIS",100,15,0.305105691038982,1
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",64,12,0.0717341232970516,0.77388430980496
"KEGG_TYPE_II_DIABETES_MELLITUS",46,11,0.0697000316514335,0.77388430980496
"KEGG_TYPE_I_DIABETES_MELLITUS",41,11,0.0276911559430561,0.643024957267851
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",25,1,0.958641685696723,1
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",40,8,0.153050964457093,0.875652148938851
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",42,5,0.451878572994997,1
"KEGG_ALZHEIMERS_DISEASE",153,16,0.439164048500112,1
"KEGG_PARKINSONS_DISEASE",108,5,0.952488524204693,1
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",52,8,0.259362537600736,0.970329169043484
"KEGG_HUNTINGTONS_DISEASE",168,20,0.148366582195678,0.872785937692984
"KEGG_PRION_DISEASES",33,6,0.0547479371853153,0.737577842760258
"KEGG_VIBRIO_CHOLERAE_INFECTION",52,9,0.151753801289264,0.872800239256998
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",65,11,0.0713105733207446,0.77388430980496
"KEGG_LEISHMANIA_INFECTION",68,14,0.0125817943242192,0.502031314373423
"KEGG_COLORECTAL_CANCER",61,12,0.120251027688876,0.840494772108662
"KEGG_RENAL_CELL_CARCINOMA",67,10,0.297635434391837,1
"KEGG_PANCREATIC_CANCER",66,12,0.133550409387304,0.845720141148663
"KEGG_ENDOMETRIAL_CANCER",50,8,0.51211309192992,1
"KEGG_GLIOMA",64,14,0.0651861481081261,0.77388430980496
"KEGG_PROSTATE_CANCER",85,15,0.161158519371358,0.887695043629686
"KEGG_THYROID_CANCER",29,6,0.242073953673212,0.956479094499593
"KEGG_BASAL_CELL_CARCINOMA",55,9,0.384306770749552,1
"KEGG_MELANOMA",68,13,0.13345814090597,0.845720141148663
"KEGG_BLADDER_CANCER",40,8,0.135448654252626,0.847077345469512
"KEGG_CHRONIC_MYELOID_LEUKEMIA",71,16,0.0209580050997084,0.599737661085594
"KEGG_ACUTE_MYELOID_LEUKEMIA",54,12,0.063577203630544,0.77388430980496
"KEGG_SMALL_CELL_LUNG_CANCER",82,13,0.244787435432555,0.960502499418877
"KEGG_NON_SMALL_CELL_LUNG_CANCER",53,12,0.0905481778124424,0.79558929708388
"KEGG_ASTHMA",27,8,0.0119437957106402,0.502031314373423
"KEGG_AUTOIMMUNE_THYROID_DISEASE",41,7,0.256193456430709,0.96902010957036
"KEGG_ALLOGRAFT_REJECTION",34,8,0.0884411669758389,0.79558929708388
"KEGG_GRAFT_VERSUS_HOST_DISEASE",37,9,0.0439537213535637,0.717551519563081
"KEGG_VIRAL_MYOCARDITIS",66,13,0.130233475916367,0.845720141148663
"PID_FANCONI_PATHWAY",45,1,0.990944311882723,1
"PID_SMAD2_3NUCLEAR_PATHWAY",75,14,0.114802771957436,0.840494772108662
"PID_FCER1_PATHWAY",57,6,0.621802576036745,1
"PID_ENDOTHELIN_PATHWAY",62,12,0.126938605771727,0.845720141148663
"PID_BCR_5PATHWAY",60,14,0.00779538307240891,0.451719927108996
"PID_PRL_SIGNALING_EVENTS_PATHWAY",23,3,0.439290537176557,1
"PID_RHOA_PATHWAY",44,7,0.292467094861826,1
"PID_ERBB4_PATHWAY",38,6,0.420987385935556,1
"PID_AURORA_B_PATHWAY",38,3,0.712872242871866,1
"PID_LYSOPHOSPHOLIPID_PATHWAY",64,11,0.231733657614277,0.946787345933959
"PID_INSULIN_PATHWAY",44,6,0.570418053118262,1
"PID_NOTCH_PATHWAY",58,12,0.0962572607328202,0.814542469272305
"PID_INTEGRIN1_PATHWAY",64,10,0.305247523371497,1
"PID_P73PATHWAY",78,11,0.296349096951964,1
"PID_P38_MKK3_6PATHWAY",26,5,0.23017530335915,0.946787345933959
"PID_GMCSF_PATHWAY",35,6,0.186384812559594,0.904000246929441
"PID_WNT_NONCANONICAL_PATHWAY",31,3,0.762397820109583,1
"PID_NFKAPPAB_ATYPICAL_PATHWAY",16,4,0.120501524252143,0.840494772108662
"PID_IL4_2PATHWAY",57,11,0.0541126138356099,0.737024206712899
"PID_BETA_CATENIN_DEG_PATHWAY",17,3,0.477175392118052,1
"PID_HDAC_CLASSIII_PATHWAY",25,6,0.0624626257667364,0.772681152935022
"PID_GLYPICAN_1PATHWAY",27,4,0.49755956718582,1
"PID_TCR_PATHWAY",60,13,0.0274765175996651,0.643024957267851
"PID_IL27_PATHWAY",26,6,0.0334851256116466,0.668278068471016
"PID_NFKAPPAB_CANONICAL_PATHWAY",21,4,0.228356063584182,0.946787345933959
"PID_E2F_PATHWAY",70,8,0.422972770360043,1
"PID_ER_NONGENOMIC_PATHWAY",39,8,0.125850376024593,0.845720141148663
"PID_HIF2PATHWAY",32,3,0.738072556827382,1
"PID_CD40_PATHWAY",29,3,0.642484320754657,1
"PID_ATR_PATHWAY",38,2,0.893254569239637,1
"PID_MET_PATHWAY",78,15,0.055455023123168,0.737577842760258
"PID_PTP1B_PATHWAY",52,9,0.201328154319823,0.938096482217203
"PID_INTEGRIN3_PATHWAY",39,6,0.288940244694281,1
"PID_IL12_2PATHWAY",61,8,0.263181705303856,0.973812673047952
"PID_S1P_S1P3_PATHWAY",29,6,0.150342230001474,0.872785937692984
"PID_LPA4_PATHWAY",14,3,0.397215570963104,1
"PID_AR_PATHWAY",59,8,0.488036694488445,1
"PID_NFAT_TFPATHWAY",42,6,0.310266217282789,1
"PID_EPHB_FWD_PATHWAY",39,10,0.0289707649352726,0.647766882107062
"PID_AVB3_OPN_PATHWAY",30,4,0.430262845684741,1
"PID_S1P_S1P4_PATHWAY",14,2,0.440149011484965,1
"PID_FRA_PATHWAY",36,4,0.475594640796303,1
"PID_MYC_ACTIV_PATHWAY",78,3,0.992118092263911,1
"PID_RHOA_REG_PATHWAY",42,10,0.0896990208937996,0.79558929708388
"PID_REELIN_PATHWAY",28,6,0.217455270014747,0.945684440980129
"PID_PS1_PATHWAY",45,9,0.120351168750641,0.840494772108662
"PID_NECTIN_PATHWAY",30,6,0.145736012513563,0.866447570515687
"PID_P38_ALPHA_BETA_PATHWAY",29,5,0.335710055743157,1
"PID_WNT_SIGNALING_PATHWAY",27,2,0.868955667299106,1
"PID_TRAIL_PATHWAY",27,4,0.357505670092556,1
"PID_CDC42_PATHWAY",69,12,0.186671424092384,0.904000246929441
"PID_RET_PATHWAY",39,8,0.178868973361484,0.89559959394792
"PID_CDC42_REG_PATHWAY",25,4,0.4874921709572,1
"PID_ATM_PATHWAY",33,2,0.860371134740433,1
"PID_ARF6_PATHWAY",35,10,0.00930201245571321,0.479138205218828
"PID_LKB1_PATHWAY",46,7,0.374639658627137,1
"PID_CD8_TCR_PATHWAY",51,9,0.17772228104186,0.89559959394792
"PID_WNT_CANONICAL_PATHWAY",20,1,0.938879265189193,1
"PID_TCPTP_PATHWAY",42,11,0.0124142865783834,0.502031314373423
"PID_ANGIOPOIETIN_RECEPTOR_PATHWAY",47,11,0.0269453234079503,0.642631088723868
"PID_FAS_PATHWAY",36,4,0.62714503872912,1
"PID_TXA2PATHWAY",55,12,0.0609239603443697,0.760341760597353
"PID_SHP2_PATHWAY",56,9,0.29543854001897,1
"PID_S1P_S1P1_PATHWAY",21,4,0.217074117289273,0.945684440980129
"PID_TELOMERASE_PATHWAY",65,6,0.764753743594472,1
"PID_HNF3B_PATHWAY",45,2,0.95581612480554,1
"PID_NETRIN_PATHWAY",32,7,0.24735959514775,0.961961991873146
"PID_IL1_PATHWAY",32,5,0.232297476779853,0.946904678729961
"PID_NFAT_3PATHWAY",53,8,0.336064904827127,1
"PID_REG_GR_PATHWAY",82,13,0.0588783808725902,0.75006958262821
"PID_INTEGRIN_A9B1_PATHWAY",22,6,0.0473022574539446,0.721044867122814
"PID_ARF6_DOWNSTREAM_PATHWAY",15,2,0.563085417045163,1
"PID_MTOR_4PATHWAY",67,13,0.077636805299774,0.78384583117166
"PID_IL2_1PATHWAY",54,9,0.227451698098879,0.945684440980129
"PID_CXCR4_PATHWAY",99,24,0.00150144575837801,0.23631087963805
"PID_IGF1_PATHWAY",29,7,0.124837408784327,0.845720141148663
"PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY",35,9,0.0342041369319793,0.668278068471016
"PID_TNF_PATHWAY",44,7,0.24355500801098,0.958321302354314
"PID_PLK1_PATHWAY",42,5,0.307796051060004,1
"PID_TCR_RAS_PATHWAY",13,3,0.220602968548867,0.945684440980129
"PID_IL5_PATHWAY",14,3,0.180190515905738,0.898233741752869
"PID_FOXO_PATHWAY",48,2,0.978162077752193,1
"PID_THROMBIN_PAR4_PATHWAY",15,3,0.142055485176172,0.864658299768922
"PID_PI3KCI_PATHWAY",47,10,0.0882367818622989,0.79558929708388
"PID_AJDISS_2PATHWAY",47,6,0.6656494098039,1
"PID_IL2_PI3K_PATHWAY",33,8,0.0745692373891594,0.77388430980496
"PID_CERAMIDE_PATHWAY",43,7,0.308053999955905,1
"PID_P53_DOWNSTREAM_PATHWAY",136,25,0.0150511472123874,0.538377868600959
"PID_P75_NTR_PATHWAY",62,7,0.470873180065928,1
"PID_S1P_META_PATHWAY",21,4,0.21234910082197,0.945684440980129
"PID_ECADHERIN_NASCENT_AJ_PATHWAY",39,10,0.0265229536561063,0.642631088723868
"PID_INTEGRIN4_PATHWAY",11,1,0.840504034088679,1
"PID_AMB2_NEUTROPHILS_PATHWAY",41,10,0.0181175412791155,0.562548114497097
"PID_AVB3_INTEGRIN_PATHWAY",72,13,0.131262124696172,0.845720141148663
"PID_IFNG_PATHWAY",40,8,0.0918119262668732,0.79558929708388
"PID_LIS1_PATHWAY",27,3,0.666726075491778,1
"PID_ERBB1_DOWNSTREAM_PATHWAY",103,22,0.010127861601353,0.486309015536155
"PID_SYNDECAN_4_PATHWAY",32,8,0.0314245053402328,0.662313602891916
"PID_ATF2_PATHWAY",59,10,0.156964346748907,0.884976402941223
"PID_AP1_PATHWAY",69,9,0.386901540435831,1
"PID_UPA_UPAR_PATHWAY",42,10,0.00816309106302498,0.462520739630995
"PID_ERBB2_ERBB3_PATHWAY",44,7,0.354424681985206,1
"PID_FOXM1_PATHWAY",40,5,0.441140709771808,1
"PID_EPHA_FWDPATHWAY",34,5,0.526837900783414,1
"PID_HIF1A_PATHWAY",18,1,0.815337851915009,1
"PID_BMP_PATHWAY",41,5,0.539471608635378,1
"PID_IL3_PATHWAY",25,5,0.115654695945284,0.840494772108662
"PID_IL6_7_PATHWAY",46,6,0.503072880177751,1
"PID_ECADHERIN_KERATINOCYTE_PATHWAY",21,3,0.590380047851573,1
"PID_ALK1_PATHWAY",26,4,0.346776615935792,1
"PID_PDGFRB_PATHWAY",127,32,0.000145345453775845,0.13725455684899
"PID_TRKR_PATHWAY",60,11,0.182673900178676,0.899919026815502
"PID_TCR_JNK_PATHWAY",14,1,0.785944737882608,1
"PID_NEPHRIN_NEPH1_PATHWAY",31,7,0.119914593650207,0.840494772108662
"PID_IL23_PATHWAY",37,7,0.024391045001509,0.626687067259991
"PID_HIV_NEF_PATHWAY",34,5,0.339264209768089,1
"PID_SYNDECAN_1_PATHWAY",43,9,0.0969865321678337,0.814542469272305
"PID_P38_MK2_PATHWAY",21,3,0.545279353005321,1
"PID_ERBB_NETWORK_PATHWAY",15,0,1,1
"PID_ALK2_PATHWAY",11,1,0.678943913265026,1
"PID_PDGFRA_PATHWAY",21,3,0.493520790968507,1
"PID_P38_GAMMA_DELTA_PATHWAY",11,4,0.0734182053182444,0.77388430980496
"PID_IL8_CXCR2_PATHWAY",34,7,0.121543223205092,0.840494772108662
"PID_HEDGEHOG_2PATHWAY",22,6,0.0893248606467878,0.79558929708388
"PID_AR_NONGENOMIC_PATHWAY",30,5,0.316843706404639,1
"PID_ERBB1_INTERNALIZATION_PATHWAY",40,6,0.419837098681939,1
"PID_HEDGEHOG_GLI_PATHWAY",46,10,0.0742582147954143,0.77388430980496
"PID_CASPASE_PATHWAY",51,7,0.392457588206361,1
"PID_CXCR3_PATHWAY",42,8,0.128931715643061,0.845720141148663
"PID_BETA_CATENIN_NUC_PATHWAY",73,10,0.541991041844351,1
"PID_VEGFR1_PATHWAY",26,3,0.72356266633739,1
"PID_SMAD2_3PATHWAY",16,0,1,1
"PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY",37,4,0.627427154706035,1
"PID_KIT_PATHWAY",52,16,0.000684494698648151,0.147463242650769
"PID_ECADHERIN_STABILIZATION_PATHWAY",41,8,0.145724058410761,0.866447570515687
"PID_EPO_PATHWAY",32,8,0.0415873214009182,0.717551519563081
"PID_IL2_STAT5_PATHWAY",28,6,0.145073315723358,0.866447570515687
"PID_TCR_CALCIUM_PATHWAY",27,3,0.480121428221017,1
"PID_DELTA_NP63_PATHWAY",47,4,0.814764978889077,1
"PID_VEGFR1_2_PATHWAY",69,13,0.141611434152682,0.864623260677903
"PID_THROMBIN_PAR1_PATHWAY",43,8,0.1431498227392,0.866447570515687
"PID_A6B1_A6B4_INTEGRIN_PATHWAY",46,8,0.284324174603136,0.998802804217815
"PID_SYNDECAN_2_PATHWAY",32,3,0.706409950122838,1
"PID_RAC1_REG_PATHWAY",36,8,0.217779851473572,0.945684440980129
"PID_AURORA_A_PATHWAY",31,4,0.494772124111377,1
"PID_ARF_3PATHWAY",19,3,0.341300473702251,1
"PID_INSULIN_GLUCOSE_PATHWAY",26,4,0.326641085887215,1
"PID_PI3KCI_AKT_PATHWAY",34,5,0.476655023102216,1
"PID_SYNDECAN_3_PATHWAY",16,2,0.582266617246752,1
"PID_IL8_CXCR1_PATHWAY",28,7,0.0695745137850661,0.77388430980496
"PID_MYC_REPRESS_PATHWAY",62,10,0.248006980520345,0.961961991873146
"PID_HIF1_TFPATHWAY",65,9,0.454983777527492,1
"PID_TAP63_PATHWAY",53,6,0.550159114085877,1
"PID_EPHRINB_REV_PATHWAY",29,9,0.0142169677392733,0.523073631238458
"PID_BARD1_PATHWAY",29,1,0.960046260398103,1
"PID_P53_REGULATION_PATHWAY",58,4,0.908696445118023,1
"PID_TOLL_ENDOGENOUS_PATHWAY",21,3,0.183796354764874,0.899919026815502
"PID_NCADHERIN_PATHWAY",33,10,0.00718640419515772,0.451719927108996
"PID_ANTHRAX_PATHWAY",18,3,0.321416929821651,1
"PID_S1P_S1P2_PATHWAY",23,3,0.560982962997952,1
"PID_RAS_PATHWAY",30,6,0.266786764373941,0.980294297628243
"PID_MAPK_TRK_PATHWAY",33,8,0.0435961194603566,0.717551519563081
"PID_PI3K_PLC_TRK_PATHWAY",36,9,0.0490344544129227,0.721044867122814
"PID_CD8_TCR_DOWNSTREAM_PATHWAY",55,10,0.0550545725477175,0.737577842760258
"PID_EPHA2_FWD_PATHWAY",19,5,0.131506994342546,0.845720141148663
"PID_LYMPH_ANGIOGENESIS_PATHWAY",24,5,0.183639786476643,0.899919026815502
"PID_ALPHA_SYNUCLEIN_PATHWAY",31,4,0.570237041396648,1
"PID_FGF_PATHWAY",55,8,0.475047336077718,1
"PID_INTEGRIN_A4B1_PATHWAY",33,7,0.13309150820847,0.845720141148663
"PID_RAC1_PATHWAY",52,12,0.0096760983931182,0.486309015536155
"PID_RB_1PATHWAY",62,13,0.0425260434743344,0.717551519563081
"PID_FAK_PATHWAY",57,14,0.0311501731658235,0.662313602891916
"PID_TGFBR_PATHWAY",54,5,0.792926423641284,1
"PID_HES_HEY_PATHWAY",46,8,0.27948913757824,0.994071336227002
"PID_IL12_STAT4_PATHWAY",32,6,0.0746330983661013,0.77388430980496
"SA_B_CELL_RECEPTOR_COMPLEXES",22,6,0.0527249912771847,0.731470476725191
"SIG_CD40PATHWAYMAP",33,4,0.591533799189869,1
"SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES",63,9,0.447907420259068,1
"SA_CASPASE_CASCADE",19,0,1,1
"SIG_CHEMOTAXIS",40,5,0.58175205131874,1
"SIG_IL4RECEPTOR_IN_B_LYPHOCYTES",27,7,0.0748479706623929,0.77388430980496
"WNT_SIGNALING",87,14,0.290415722058878,1
"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES",31,2,0.85297440970587,1
"SA_FAS_SIGNALING",9,1,0.692395457832547,1
"SA_G1_AND_S_PHASES",15,2,0.477804866153189,1
"SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES",48,7,0.433211542412616,1
"SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES",34,8,0.110380073702371,0.840494772108662
"SIG_BCR_SIGNALING_PATHWAY",45,12,0.0171898099639319,0.562548114497097
"SA_G2_AND_M_PHASES",8,1,0.56518173702548,1
"SA_MMP_CYTOKINE_CONNECTION",15,3,0.273273730898898,0.986222267052965
"SA_PROGRAMMED_CELL_DEATH",11,1,0.734640520627531,1
"SA_PTEN_PATHWAY",17,3,0.389889362349051,1
"SA_REG_CASCADE_OF_CYCLIN_EXPR",13,1,0.725228779036382,1
"SA_TRKA_RECEPTOR",16,4,0.201812202990525,0.938807834272837
"REACTOME_INTERLEUKIN_6_SIGNALING",11,1,0.746618140897144,1
"REACTOME_APOPTOSIS",173,18,0.5459229564418,1
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",55,7,0.433587901564847,1
"REACTOME_MAPK3_ERK1_ACTIVATION",10,2,0.32355817778415,1
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE",39,1,0.979058980500982,1
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX",29,1,0.94469667919239,1
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH",19,0,1,1
"REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE",47,1,0.952456953185465,1
"REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1",9,1,0.51843210595766,1
"REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",8,0,1,1
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",25,1,0.903012185333678,1
"REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",15,2,0.548830492659359,1
"REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA",5,0,1,1
"REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS",9,3,0.117452932522684,0.840494772108662
"REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA",7,0,1,1
"REACTOME_FORMATION_OF_APOPTOSOME",11,1,0.627841540602007,1
"REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE",6,0,1,1
"REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE",13,1,0.704590598246467,1
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",35,4,0.655219271799395,1
"REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE",8,0,1,1
"REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE",20,1,0.867065925735192,1
"REACTOME_OPIOID_SIGNALLING",89,21,0.00446876876571298,0.445280597572864
"REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB",19,4,0.267602909250392,0.981578776384864
"REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB",10,3,0.168686017917448,0.89559959394792
"REACTOME_CA_DEPENDENT_EVENTS",36,9,0.0627309089922538,0.772681152935022
"REACTOME_G_PROTEIN_MEDIATED_EVENTS",53,14,0.0113024395231829,0.497872794353804
"REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS",5,1,0.468576112704712,1
"REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING",11,3,0.290671766948669,1
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",47,6,0.553611120115186,1
"REACTOME_NEUROTRANSMITTER_CLEARANCE",9,1,0.701149150514875,1
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",190,29,0.133739012790187,0.845720141148663
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX",57,3,0.894214782890258,1
"REACTOME_IRS_MEDIATED_SIGNALLING",47,5,0.683644027541854,1
"REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION",22,3,0.517784318899051,1
"REACTOME_MAPK1_ERK2_ACTIVATION",9,1,0.699804497359255,1
"REACTOME_SOS_MEDIATED_SIGNALLING",7,1,0.661230388847766,1
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX",32,1,0.959017498091933,1
"REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1",11,2,0.364912267729567,1
"REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION",9,0,1,1
"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION",20,2,0.568011057882152,1
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",30,6,0.158745939420661,0.884976402941223
"REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS",26,6,0.22560873457042,0.945684440980129
"REACTOME_DISINHIBITION_OF_SNARE_FORMATION",5,1,0.561671301632708,1
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE",35,10,0.0100700707728457,0.486309015536155
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",78,4,0.946230686920985,1
"REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS",5,0,1,1
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",80,2,0.994148917382712,1
"REACTOME_PROLACTIN_RECEPTOR_SIGNALING",15,1,0.772976672703352,1
"REACTOME_SIGNALING_BY_NODAL",20,1,0.883330392003232,1
"REACTOME_FERTILIZATION",25,0,1,1
"REACTOME_MEIOTIC_SYNAPSIS",68,0,1,1
"REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES",35,8,0.0135274291346893,0.511801297391814
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE",62,4,0.938184711812582,1
"REACTOME_SIGNALING_BY_ERBB2",49,8,0.273127485719765,0.986222267052965
"REACTOME_SIGNALING_BY_ERBB2_IN_CANCER",26,2,0.872448359324447,1
"REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR",11,1,0.750006413120583,1
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",73,2,0.992565834792878,1
"REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS",19,2,0.624321733196435,1
